Time_Sec,CPU_Percent_Total,Memory_GB
1.0,57.2,0.2136
2.0,63.78,0.4359
3.01,62.63,0.6149
4.01,79.12,0.8035
5.01,72.15,0.92
6.01,81.49,0.9838
7.01,86.45,1.0763
8.01,74.67,1.2255
9.01,75.91,1.2951
10.02,71.01,1.4535
11.02,79.15,1.6398
12.02,61.76,1.7264
13.02,83.31,1.9996
14.02,89.02,2.2358
15.02,91.07,2.2614
16.02,81.54,2.3486
17.03,78.39,2.7196
18.03,77.33,3.1084
19.03,76.37,3.5898
20.03,75.96,4.0494
21.03,76.6,4.5679
22.03,75.32,5.1297
23.04,75.92,5.6636
24.04,79.37,6.0174
25.04,81.98,6.4303
26.04,77.09,6.881
27.04,78.32,7.133
28.04,75.23,7.1334
29.04,75.88,7.1387
30.04,75.48,7.1396
31.05,75.66,7.14
32.05,76.77,7.1402
33.05,77.3,7.1411
34.05,51.88,1.6227
35.05,69.43,1.8734
36.05,91.84,2.2646
37.05,90.34,2.3235
38.06,80.48,2.6779
39.06,78.09,2.9387
40.06,77.36,3.3079
41.06,76.3,3.7377
42.06,77.76,4.1644
43.06,76.95,4.65
44.06,77.14,5.168
45.07,76.9,5.6765
46.07,80.45,6.0696
47.07,81.59,6.4894
48.07,78.34,6.947
49.07,75.5,7.038
50.07,76.67,7.1391
51.12,62.59,7.14
52.13,38.57,7.1402
53.13,55.83,7.1402
54.13,41.9,1.6141
55.13,48.42,1.691
56.13,85.58,1.875
57.13,89.86,2.0133
58.13,81.94,1.5389
59.13,51.1,1.6999
60.14,93.4,2.0001
61.14,87.07,2.2033
62.14,82.27,2.5937
63.14,77.59,2.9797
64.14,84.14,3.2503
65.14,79.03,3.5305
66.15,76.98,3.9592
67.15,76.06,4.3539
68.15,75.94,4.7967
69.15,47.47,1.6442
70.15,76.63,1.9322
71.15,90.66,2.281
72.15,88.08,2.3901
73.16,81.99,2.7778
74.16,77.84,3.1428
75.16,84.73,3.3627
76.16,80.65,3.7658
77.16,77.06,4.2172
78.16,76.0,4.6171
79.16,75.89,4.9786
80.16,67.24,3.3378
81.17,45.94,1.693
82.17,89.65,1.9824
83.17,88.03,2.1137
84.17,79.42,2.3998
85.17,51.72,1.7095
86.17,87.85,1.9723
87.17,88.15,2.311
88.18,81.38,2.7206
89.18,59.46,1.6665
90.18,67.97,1.8667
91.18,89.84,2.0299
92.18,86.81,2.2149
93.18,51.37,1.7297
94.18,61.18,1.8313
95.18,89.75,2.0574
96.19,74.64,2.0848
97.19,62.5,1.7414
98.19,46.86,1.8133
99.19,87.44,2.0139
100.19,88.19,2.0985
101.19,66.83,1.7831
102.19,47.9,1.8558
103.19,82.8,2.0146
104.2,86.44,2.1355
105.2,85.7,2.2858
106.2,48.5,1.8283
107.2,72.84,2.0308
108.2,93.43,2.245
109.2,84.67,2.4645
110.2,36.9,1.8242
111.21,70.13,1.9831
112.21,86.13,2.1583
113.21,85.59,2.283
114.21,84.69,2.474
115.21,76.28,2.6765
116.21,68.68,2.9248
117.21,80.48,3.2748
118.22,75.14,3.7036
119.22,38.55,1.8284
120.22,72.07,2.004
121.22,86.35,2.1598
122.22,81.89,2.3553
123.22,84.05,2.4944
124.22,78.83,2.734
125.23,64.29,1.8008
126.23,71.75,1.9986
127.23,88.49,2.1679
128.23,78.09,2.4167
129.23,53.99,2.6754
130.23,73.25,2.8935
131.23,76.63,3.1944
132.24,65.18,3.1543
133.24,38.89,1.8335
134.24,78.03,2.008
135.24,92.63,2.1429
136.24,80.61,2.2884
137.24,79.55,2.4761
138.24,77.59,2.763
139.25,44.97,1.8291
140.25,74.0,1.9857
141.25,87.49,2.1273
142.25,84.03,2.1659
143.25,81.62,2.4506
144.25,55.63,1.8192
145.26,66.17,1.9413
146.26,87.97,2.1365
147.26,86.15,2.1749
148.26,79.43,2.3945
149.26,67.11,1.7124
150.26,43.05,1.8442
151.26,81.98,1.9918
152.27,89.36,2.1209
153.27,68.28,2.2348
154.27,75.88,2.4173
155.27,77.47,2.6913
156.27,42.54,1.8273
157.27,69.68,1.9838
158.28,84.47,2.1772
159.28,90.57,2.3876
160.28,83.24,2.4537
161.28,79.8,2.6408
162.28,79.16,2.8473
163.28,76.71,3.0959
164.28,78.0,3.4064
165.28,81.44,3.6214
166.29,78.53,3.9964
167.29,77.67,4.4171
168.29,76.79,4.7745
169.29,76.61,5.1061
170.29,60.73,2.0408
171.29,60.95,1.922
172.29,86.81,2.2966
173.3,88.61,2.4516
174.3,80.19,2.8028
175.3,77.98,3.161
176.3,77.72,3.4785
177.3,81.57,3.7561
178.3,71.98,4.1211
179.3,79.0,4.5452
180.31,76.36,4.9151
181.31,76.95,5.2555
182.31,76.24,5.5941
183.31,40.6,1.7691
184.31,63.81,1.9588
185.31,81.92,2.2332
186.31,88.38,2.4492
187.32,81.7,2.7467
188.32,77.01,3.1896
189.32,76.57,3.6632
190.32,77.53,4.1285
191.32,77.07,4.5576
192.32,83.57,4.842
193.33,79.6,5.2436
194.33,76.37,5.7305
195.33,75.38,6.2201
196.33,75.18,6.7106
197.33,78.58,7.2539
198.33,75.6,7.3123
199.33,55.77,2.7822
200.34,54.34,1.8929
201.34,85.73,2.1605
202.34,86.99,2.3585
203.34,81.26,2.7809
204.34,57.35,1.7873
205.34,46.98,1.8683
206.34,85.11,2.0784
207.35,88.97,2.2309
208.35,64.27,1.8099
209.35,55.64,1.8961
210.35,89.86,2.1423
211.35,92.43,2.2465
212.35,86.32,2.2958
213.35,82.39,2.546
214.36,44.9,1.8311
215.36,73.65,1.9973
216.36,88.83,2.1405
217.36,77.73,2.2706
218.36,56.55,1.8115
219.36,57.18,1.8951
220.36,86.79,2.1025
221.36,81.42,2.1539
222.37,73.85,2.2817
223.37,38.5,1.8426
224.37,78.98,1.9934
225.37,87.5,2.1262
226.37,80.31,2.2127
227.37,53.48,1.8258
228.37,67.1,1.9452
229.38,87.65,2.1476
230.38,79.45,2.2015
231.38,79.59,2.4594
232.38,49.06,1.8312
233.38,71.37,1.9898
234.38,87.06,2.1312
235.38,81.17,2.2018
236.38,37.49,1.8445
237.39,81.1,2.0631
238.39,79.49,2.4188
239.39,76.41,2.7877
240.39,65.97,3.2022
241.39,82.2,3.6572
242.39,81.16,4.0674
243.39,92.61,4.3157
244.4,85.98,4.3158
245.4,78.08,4.3189
246.4,77.34,4.3229
247.4,76.79,4.3316
248.4,76.59,4.6299
249.4,75.34,4.8781
250.4,75.47,5.127
251.41,75.4,5.4043
252.41,75.73,5.6025
253.41,75.26,5.7777
254.41,60.47,5.911
255.41,74.85,6.0793
256.41,45.58,6.2344
257.41,37.08,6.4568
258.42,29.26,6.5978
259.42,29.1,6.7211
260.42,30.44,6.8501
261.42,31.08,6.9729
262.42,25.85,7.0278
263.42,31.92,7.1768
264.42,28.87,7.3104
265.43,27.85,7.5787
266.43,27.93,7.6407
267.43,25.84,7.7363
268.43,43.22,7.9009
269.43,27.91,7.9042
270.43,26.65,8.001
271.43,30.22,8.001
272.44,32.58,8.001
273.44,34.56,8.001
274.44,39.13,8.001
275.44,45.8,8.001
276.44,52.08,8.0011
277.44,37.62,8.0011
278.44,25.74,8.0011
279.45,29.35,8.0011
280.45,25.31,8.0011
281.45,25.22,8.0011
282.45,25.38,8.0011
283.45,29.63,8.0011
284.45,25.22,8.0011
285.46,25.49,8.0011
286.46,28.52,8.0012
287.46,25.43,8.0012
288.46,27.37,8.0012
289.46,25.19,8.0012
290.46,25.22,8.0012
291.46,26.16,8.0012
292.47,30.0,8.0012
293.47,25.45,8.0012
294.47,25.23,8.0012
295.47,25.25,8.0012
296.47,25.37,8.0012
297.47,25.5,8.0012
298.48,25.33,8.0012
299.48,25.49,8.0012
300.48,25.85,8.0012
301.48,26.59,8.0012
302.48,25.85,8.0012
303.48,25.35,8.0012
304.49,25.22,8.0012
305.49,25.32,8.0012
306.49,30.23,8.0012
307.49,25.19,8.0012
308.49,25.34,8.0012
309.49,25.6,8.0012
310.49,25.22,8.0012
311.5,26.33,8.0012
312.5,25.31,8.0012
313.5,26.16,8.0012
314.5,25.19,8.0012
315.5,25.26,8.0012
316.5,31.16,8.0012
317.51,31.81,8.0012
318.51,25.28,8.0012
319.51,25.22,8.0012
320.51,25.94,8.0012
321.51,25.24,8.0012
322.51,25.81,8.0012
323.52,26.26,8.0012
324.52,25.15,8.0012
325.52,25.39,8.0012
326.52,25.24,8.0012
327.52,27.69,8.0012
328.52,25.21,8.0012
329.53,26.48,8.0012
330.53,26.39,8.0012
331.53,36.48,8.0012
332.53,25.29,8.0012
333.53,25.35,8.0012
334.53,27.73,8.0012
335.54,45.04,8.0095
336.54,25.63,8.0095
337.54,55.42,8.0096
338.54,28.71,8.0096
339.54,25.16,8.0096
340.54,25.32,8.0096
341.54,25.18,8.0096
342.55,25.27,8.0096
343.55,25.26,8.0096
344.55,25.15,8.0096
345.55,27.28,8.0096
346.55,33.05,8.0096
347.55,25.17,8.0096
348.56,25.31,8.0096
349.56,25.19,8.0096
350.56,26.15,8.0096
351.56,25.35,8.0096
352.56,25.85,8.0096
353.56,25.26,8.0096
354.57,25.17,8.0096
355.57,25.31,8.0096
356.57,25.22,8.0096
357.57,25.19,8.0096
358.57,25.32,8.0096
359.57,25.25,8.0096
360.57,25.22,8.0096
361.58,25.33,8.0096
362.58,25.5,8.0096
363.58,25.36,8.0096
364.58,25.21,8.0096
365.58,25.23,8.0096
366.58,25.36,8.0096
367.58,25.23,8.0096
368.59,25.27,8.0096
369.59,25.35,8.0096
370.59,25.22,8.0096
371.59,25.3,8.0096
372.59,25.38,8.0096
373.59,25.23,8.0096
374.59,25.22,8.0096
375.6,26.89,8.0096
376.6,25.21,8.0096
377.6,25.22,8.0096
378.6,25.34,8.0096
379.6,25.21,8.0096
380.6,25.21,8.0096
381.6,25.39,8.0096
382.6,25.28,8.0096
383.61,25.25,8.0096
384.61,25.25,8.0096
385.61,26.17,8.0096
386.61,26.94,8.0096
387.61,25.25,8.0096
388.61,25.6,8.0096
389.62,26.69,8.0097
390.62,30.39,8.0097
391.62,25.2,8.0097
392.62,25.38,8.0097
393.62,25.3,8.0097
394.62,25.29,8.0097
395.63,25.18,8.0097
396.63,25.57,8.0097
397.63,25.33,8.0097
398.63,25.26,8.0097
399.63,25.34,8.0097
400.63,25.21,8.0097
