Time_Sec,CPU_Percent_Total,Memory_GB
1.0,67.34,0.4456
2.01,72.88,0.7446
3.01,72.8,0.9528
4.01,81.67,1.1414
5.01,85.23,1.275
6.01,84.08,1.4524
7.01,76.48,1.5262
8.01,35.66,1.5986
9.02,81.53,1.7306
10.02,84.75,1.9287
11.02,80.61,2.1898
12.02,83.82,2.2794
13.02,85.68,2.4354
14.02,73.18,2.6273
15.02,80.0,2.91
16.03,81.05,3.2823
17.03,79.28,3.6956
18.03,78.33,4.1188
19.03,76.39,4.5343
20.03,76.5,4.9806
21.03,75.56,5.5015
22.03,79.64,5.9082
23.04,75.86,6.2663
24.04,50.13,1.8541
25.04,83.67,2.1744
26.04,86.04,2.2748
27.04,85.43,2.5011
28.04,83.09,2.896
29.04,80.21,3.2267
30.04,79.69,3.4763
31.05,74.44,3.7822
32.05,75.93,4.0392
33.05,76.68,4.3389
34.05,76.65,4.6289
35.05,76.44,5.0668
36.05,77.47,5.5732
37.05,80.12,5.9691
38.06,77.6,6.3333
39.06,56.56,1.9185
40.06,88.11,2.1383
41.06,71.98,2.0849
42.06,76.86,1.8463
43.06,78.75,2.0965
44.06,79.8,2.2682
45.07,88.74,2.4259
46.07,83.09,2.6166
47.07,69.57,1.9077
48.07,87.19,2.1639
49.07,74.49,1.9226
50.07,88.61,2.173
51.07,88.25,2.4318
52.07,51.53,1.9115
53.08,72.87,2.0803
54.08,90.0,2.2166
55.08,61.47,2.0402
56.08,81.12,2.1625
57.08,72.09,1.9661
58.08,76.58,2.1273
59.08,83.17,2.239
60.09,60.88,2.0452
61.09,77.66,2.1961
62.09,82.36,2.0048
63.09,74.06,2.1888
64.09,88.06,2.3072
65.09,77.61,2.0092
66.09,76.21,2.1869
67.1,81.83,2.2751
68.1,88.35,2.4546
69.1,84.87,2.6254
70.1,62.46,2.1226
71.1,78.62,2.2528
72.1,89.52,2.4203
73.1,83.28,2.5257
74.11,64.79,2.1315
75.11,78.07,2.2437
76.11,89.59,2.4183
77.11,86.53,2.6152
78.11,64.65,2.1363
79.11,75.46,2.2412
80.11,89.54,2.4208
81.12,74.56,1.9373
82.12,68.85,2.1512
83.12,84.87,2.2614
84.12,76.78,2.0139
85.12,77.25,2.1816
86.12,81.98,2.2895
87.12,70.98,2.0274
88.13,77.33,2.1883
89.13,88.33,2.3161
90.13,63.95,2.0506
91.13,85.31,2.3039
92.13,83.88,2.4051
93.13,89.66,2.5336
94.13,86.66,2.7233
95.13,62.68,2.1148
96.14,81.19,2.3625
97.14,95.16,2.4794
98.14,82.09,2.6077
99.14,64.98,2.0298
100.14,81.95,2.2819
101.14,78.54,2.4315
102.14,90.34,2.6299
103.14,85.33,2.9144
104.15,80.5,3.2049
105.15,63.05,2.1235
106.15,86.12,2.3205
107.15,84.27,2.5842
108.15,65.23,2.0264
109.15,80.74,2.2663
110.15,85.13,2.3997
111.16,73.71,2.1952
112.16,87.36,2.3876
113.16,67.31,2.1547
114.16,82.93,2.2993
115.16,64.79,2.0608
116.16,77.57,2.242
117.16,70.35,2.0433
118.16,75.32,2.2072
119.17,76.77,2.0317
120.17,79.05,2.2064
121.17,87.97,2.336
122.17,68.85,2.1439
123.17,77.41,2.2584
124.17,67.92,2.1232
125.17,82.76,2.4677
126.18,73.95,2.8427
127.18,60.09,3.2179
128.18,37.72,3.533
129.18,91.87,3.7848
130.18,80.19,3.9818
131.18,82.03,4.2477
132.18,62.48,4.4778
133.18,78.61,4.7882
134.19,63.18,5.2161
135.19,61.23,5.8113
136.19,75.72,6.1841
137.19,70.59,6.4088
138.19,77.48,6.663
139.19,77.77,6.9241
140.2,80.21,7.5565
141.2,76.53,7.6079
142.2,76.87,7.6087
143.2,63.54,7.6087
144.2,70.73,7.6087
145.2,59.87,7.609
146.21,37.76,7.609
147.21,40.79,7.609
148.21,27.7,7.609
149.21,46.11,7.6017
150.21,54.75,7.6017
151.21,49.77,7.6017
152.22,55.29,7.6017
153.22,45.48,7.6031
154.22,52.03,8.0051
155.22,47.56,8.223
156.22,35.0,8.223
157.22,33.45,8.223
158.22,34.56,8.223
159.22,27.7,8.223
160.23,32.12,8.223
161.23,45.64,8.2254
162.23,50.79,8.2255
163.23,26.45,8.2255
164.23,27.94,8.2255
165.23,27.51,8.2255
166.24,25.54,8.2255
167.24,30.87,8.2255
168.24,25.83,8.2255
169.24,26.92,8.2255
170.24,37.73,8.2255
171.24,39.11,8.2249
172.24,51.31,8.4236
173.24,83.19,8.4277
174.25,33.41,2.0494
175.25,85.13,2.3686
176.25,84.68,2.5097
177.25,88.12,2.657
178.25,60.94,2.0893
179.25,83.78,2.3041
180.25,93.7,2.5734
181.25,87.99,2.9144
182.26,74.78,2.2112
183.26,91.36,2.4994
184.26,89.43,2.7876
185.26,81.91,3.0817
186.26,80.61,3.3901
187.26,77.71,3.7682
188.26,77.64,4.2396
189.27,77.07,4.6988
190.27,76.09,5.1893
191.27,75.98,5.6194
192.27,62.92,6.0699
193.27,50.69,6.5041
194.27,53.12,7.0999
195.27,67.34,7.1024
196.27,73.19,7.2011
197.28,81.42,7.2047
198.28,73.73,7.2065
199.28,69.28,5.9575
200.28,55.38,2.1455
201.28,83.34,2.291
202.28,74.67,2.2237
203.28,77.79,2.0515
204.29,78.67,2.3091
205.29,77.27,2.6653
206.29,74.59,3.0471
207.29,43.67,3.4288
208.29,56.18,3.6791
209.29,88.84,4.04
210.29,84.83,4.3568
211.3,78.29,4.4721
212.3,77.4,4.5755
213.3,74.5,4.7172
214.3,77.52,4.892
215.3,76.35,5.0638
216.3,75.94,5.2734
217.3,75.84,5.5284
218.31,75.66,5.7095
219.31,75.55,5.958
220.31,76.95,6.2751
221.31,75.58,6.4683
222.31,75.22,6.6617
223.31,76.72,6.8933
224.32,81.6,7.5311
225.32,68.15,7.5832
226.32,75.95,7.5832
227.32,75.21,7.5836
228.32,76.25,7.5837
229.32,74.37,7.5837
230.32,72.75,7.5841
231.32,45.6,7.6843
232.33,45.22,7.6846
233.33,35.17,7.6849
234.33,31.8,7.6849
235.33,37.29,7.685
236.33,34.78,7.6851
237.33,29.26,7.6851
238.33,55.03,7.6855
239.34,65.52,7.689
240.34,35.83,7.689
241.34,35.0,7.689
242.34,35.93,7.6892
243.34,70.29,8.3187
244.34,37.11,8.3668
245.34,25.34,8.3668
246.35,33.33,8.3668
247.35,28.66,8.3668
248.35,25.81,8.3668
249.35,32.69,8.3668
250.35,31.54,8.3668
251.35,25.85,8.3668
252.36,27.39,8.3668
253.36,36.1,8.3668
254.36,34.41,8.3669
255.36,31.55,8.3669
256.36,38.63,8.3669
257.36,29.8,8.3669
258.36,46.97,8.3669
259.36,28.14,8.3669
260.37,25.69,8.3668
261.37,56.4,8.5903
262.37,43.99,8.5903
263.37,51.66,8.5903
264.37,25.29,8.5903
265.37,25.76,8.5903
266.38,27.79,8.5903
267.38,44.13,8.5903
268.38,40.3,8.5904
269.38,51.49,8.5905
270.38,46.88,8.5906
271.38,44.65,8.5906
272.38,37.37,8.5908
273.39,26.14,8.5908
274.39,25.22,8.5908
275.39,25.6,8.5908
276.39,34.02,8.5909
277.39,37.5,8.591
278.39,25.3,8.591
279.4,35.95,8.591
280.4,58.15,8.9036
281.4,26.05,8.9037
282.4,27.72,8.9037
283.4,46.93,8.9037
284.4,25.33,8.9037
285.4,25.17,8.9037
286.41,26.98,8.9037
287.41,25.66,8.9037
288.41,26.22,8.9037
289.41,27.75,8.9037
290.41,44.2,8.9037
291.41,26.38,8.9037
292.42,25.67,8.9037
293.42,26.13,8.9037
294.42,25.31,8.9037
295.42,25.22,8.9037
296.42,39.15,8.9037
297.42,64.5,9.2527
298.42,25.2,9.2527
299.43,25.54,9.2527
300.43,26.08,9.2527
301.43,55.14,9.2527
302.43,65.04,6.4434
303.43,42.1,2.0931
304.43,85.41,2.4031
305.43,87.79,2.5706
306.43,89.93,2.9439
307.44,84.83,3.2344
308.44,79.92,3.5227
309.44,78.42,3.8656
310.44,77.29,4.2182
311.44,76.61,4.5176
312.44,79.6,4.8197
313.44,68.72,4.9128
314.45,46.44,2.0712
315.45,86.02,2.447
316.45,90.71,2.7168
317.45,87.96,3.0646
318.45,81.54,3.3663
319.45,78.31,3.6964
320.45,77.79,4.068
321.46,77.32,4.4154
322.46,77.82,4.7216
323.46,80.69,5.0993
324.46,70.53,5.5485
325.46,46.85,5.7423
326.46,61.86,2.223
327.46,87.87,2.4804
328.46,73.44,2.2294
329.47,86.14,2.4437
330.47,74.69,2.1651
331.47,81.35,2.5204
332.47,82.15,2.7163
333.47,80.74,2.7926
334.47,83.36,2.9385
335.47,82.2,3.1224
336.47,79.96,2.4575
337.48,74.53,2.27
338.48,89.52,2.5335
339.48,78.28,2.8008
340.48,86.48,2.9784
341.48,64.9,2.1987
342.48,72.1,2.3324
343.48,88.22,2.5482
344.49,67.15,2.2232
345.49,73.12,2.3476
346.49,83.51,1.9811
347.49,75.73,2.2541
348.49,87.19,2.4406
349.49,73.57,2.0644
350.49,75.75,2.2346
351.49,79.71,2.3842
352.5,72.83,2.0634
353.5,78.62,2.2338
354.5,80.93,2.3513
355.5,89.08,2.5529
356.5,61.95,2.1224
