project;class;method;merge commit;left modifications;right modifications;ConflictPathHasMissReference;MissReferenceImpactedFlowsCount;ConflictMatchDetail
antlr4;org.antlr.v4.codegen.target.Python2Target;python2Keywords;69ff2669eec265e25721dbc27cb00f6c381d0b41;[64];[53];False;0;
antlr4;org.antlr.v4.codegen.target.Python3Target;python3Keywords;69ff2669eec265e25721dbc27cb00f6c381d0b41;[64];[53];False;0;
druid;com.metamx.druid.loading.S3SegmentPusher;push(File, DataSegment);05168808c278c080c59c19e858d9471b316cd1f5;[66, 118, 139, 110];[105, 125];False;0;
netty;org.jboss.netty.handler.codec.frame.LengthFieldBasedFrameDecoder;decode(ChannelHandlerContext, Channel, ChannelBuffer);193acdb36cd3da9bfc62dd69c4208dff3f0a2b1b;[358, 360];[322, 374];False;0;
OpenTripPlanner;org.opentripplanner.routing.spt.MultiShortestPathTree;dominates(State, State);4c506dce43775704919d084f0acfba86d251bf4a;[144, 146, 147, 148, 149, 152, 141];[123];False;0;
webbit;org.webbitserver.netty.WebSocketClient;adjustPipelineToWebSocket(ChannelHandlerContext, MessageEvent, ChannelHandler, ChannelHandler);74d2d2b87704d003acacb34e4ca8fb5f897b938f;[260];[262];False;0;
resty-gwt;org.fusesource.restygwt.rebind.DirectRestServiceInterfaceClassCreator;getMethodCallback(JMethod);867b917c43c32acbdcac55767e7f04334006c866;[83, 84, 85];[86, 87, 88, 89, 90, 91];True;2;"[{""Kind"": ""source"", ""ClassName"": ""org.fusesource.restygwt.rebind.DirectRestServiceInterfaceClassCreator"", ""MethodName"": ""getMethodCallback"", ""SourceCodeLineNumber"": 85, ""UnitStatement"": ""$stack18 = new java.lang.StringBuilder"", ""TraversedLines"": [""at org.fusesource.restygwt.rebind.DirectRestServiceInterfaceClassCreator.getMethodCallback(DirectRestServiceInterfaceClassCreator.java:85)""]}, {""Kind"": ""sink"", ""ClassName"": ""org.fusesource.restygwt.rebind.DirectRestServiceInterfaceClassCreator"", ""MethodName"": ""getMethodCallback"", ""SourceCodeLineNumber"": 89, ""UnitStatement"": ""$stack12 = new java.lang.StringBuilder"", ""TraversedLines"": [""at org.fusesource.restygwt.rebind.DirectRestServiceInterfaceClassCreator.getMethodCallback(DirectRestServiceInterfaceClassCreator.java:89)""]}]"
storm;org.apache.storm.kafka.spout.KafkaSpout;open(Map, TopologyContext, SpoutOutputCollector);ad2be678831b3b060229fd936e3908110162b7ac;[];[118, 102];False;0;
storm;org.apache.storm.kafka.spout.KafkaSpoutConfig;KafkaSpoutConfig(Builder<K,V>);ad2be678831b3b060229fd936e3908110162b7ac;[];[435, 436, 437, 438, 439, 440, 441, 430, 431];False;0;
storm;org.apache.storm.kafka.spout.KafkaSpoutConfig;toString();ad2be678831b3b060229fd936e3908110162b7ac;[];[515, 516, 521, 522];False;0;
storm;org.apache.storm.kafka.spout.KafkaSpout;emitTupleIfNotEmitted(ConsumerRecord<K,V>);bd1f5c54752f67b484a83c26667331234234d3a3;[305, 306, 307, 312];[316, 319];False;0;
swagger-maven-plugin;com.github.kongchen.swagger.docgen.reader.AbstractReader;hasValidAnnotations(List<Annotation>);e825a7fdc6ef688f1253b93d2cb236e710acfc56;[342, 343];[342];False;0;
jsoup;org.jsoup.helper.HttpConnection;execute(Connection.Request, Response);a8b6982de98ff76ef254031d7152fff57f6bf941;[584, 585, 586];[544, 547];False;0;
jsoup;org.jsoup.helper.HttpConnection;createConnection(Connection.Request);fee4762322f85a1109edd75ccb67f38cf5008c80;[609, 610, 611, 612, 613, 614];[617];False;0;
jsoup;org.jsoup.helper.HttpConnection;execute(Connection.Request, Response);3f7d2c71dbbbb289c684f339874eed8ac2747fa0;[456];[483, 484, 485];False;0;
jsoup;org.jsoup.nodes.TextNode;outerHtmlHead(StringBuilder, int, Document.OutputSettings);a44e18aa3c1fcd25a68a5965f9490d8f7d026509;[94];[98];True;2;"[{""Kind"": ""source"", ""ClassName"": ""org.jsoup.nodes.TextNode"", ""MethodName"": ""outerHtmlHead"", ""SourceCodeLineNumber"": 94, ""UnitStatement"": ""$stack32 = (org.jsoup.nodes.Element) $stack31"", ""TraversedLines"": [""at org.jsoup.nodes.TextNode.outerHtmlHead(TextNode.java:94)""]}, {""Kind"": ""sink"", ""ClassName"": ""org.jsoup.nodes.TextNode"", ""MethodName"": ""outerHtmlHead"", ""SourceCodeLineNumber"": 98, ""UnitStatement"": ""$stack16 = this.<org.jsoup.nodes.TextNode: org.jsoup.nodes.Node parentNode>"", ""TraversedLines"": [""at org.jsoup.nodes.TextNode.outerHtmlHead(TextNode.java:98)""]}]"
retrofit;retrofit.RestAdapter;logAndReplaceResponse(String, Response, long);2b6c719c6645f8e48dca6d0047c752069d321bc4;[438];[415];True;19;"[{""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""substring"", ""SourceCodeLineNumber"": 1969, ""UnitStatement"": ""$stack8 = l0.<java.lang.String: char[] value>"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""substring"", ""SourceCodeLineNumber"": 1969, ""UnitStatement"": ""$stack8 = l0.<java.lang.String: char[] value>"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)""]}, {""Kind"": ""sink"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""substring"", ""SourceCodeLineNumber"": 1962, ""UnitStatement"": ""$stack4 = l0.<java.lang.String: char[] value>"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:438)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1962)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""substring"", ""SourceCodeLineNumber"": 1969, ""UnitStatement"": ""$stack7 = l0.<java.lang.String: char[] value>"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""substring"", ""SourceCodeLineNumber"": 1969, ""UnitStatement"": ""$stack7 = l0.<java.lang.String: char[] value>"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)""]}, {""Kind"": ""sink"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""substring"", ""SourceCodeLineNumber"": 1962, ""UnitStatement"": ""$stack4 = l0.<java.lang.String: char[] value>"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:438)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1962)""]}, {""Kind"": ""source"", ""ClassName"": ""retrofit.RestAdapter"", ""MethodName"": ""logAndReplaceResponse"", ""SourceCodeLineNumber"": 415, ""UnitStatement"": ""$stack58 = this.<retrofit.RestAdapter: retrofit.RestAdapter$Log log>"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)""]}, {""Kind"": ""sink"", ""ClassName"": ""retrofit.RestAdapter"", ""MethodName"": ""logAndReplaceResponse"", ""SourceCodeLineNumber"": 438, ""UnitStatement"": ""$stack43 = this.<retrofit.RestAdapter: retrofit.RestAdapter$Log log>"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:438)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 205, ""UnitStatement"": ""$stack8 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:205)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 205, ""UnitStatement"": ""$stack8 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:205)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 205, ""UnitStatement"": ""$stack8 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:205)""]}, {""Kind"": ""sink"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 192, ""UnitStatement"": ""$stack17 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:438)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:192)""]}, {""Kind"": ""sink"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 192, ""UnitStatement"": ""$stack17 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:438)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:192)""]}, {""Kind"": ""sink"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 192, ""UnitStatement"": ""$stack17 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:438)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:192)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""substring"", ""SourceCodeLineNumber"": 1963, ""UnitStatement"": ""$stack14 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1963)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""substring"", ""SourceCodeLineNumber"": 1963, ""UnitStatement"": ""$stack14 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1963)""]}, {""Kind"": ""sink"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""substring"", ""SourceCodeLineNumber"": 1960, ""UnitStatement"": ""$stack15 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:438)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1960)""]}, {""Kind"": ""sink"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""substring"", ""SourceCodeLineNumber"": 1960, ""UnitStatement"": ""$stack15 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:438)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1960)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 199, ""UnitStatement"": ""l0.<java.lang.String: char[] value> = $stack15"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:199)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 199, ""UnitStatement"": ""l0.<java.lang.String: char[] value> = $stack15"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:199)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 199, ""UnitStatement"": ""l0.<java.lang.String: char[] value> = $stack15"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:199)""]}, {""Kind"": ""sink"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 426, ""UnitStatement"": ""l0.<java.lang.String: char[] value> = $stack5"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:438)"", ""at java.lang.String.<init>(String.java:491)"", ""at java.lang.String.<init>(String.java:426)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 207, ""UnitStatement"": ""l0.<java.lang.String: char[] value> = $stack7"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:207)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 207, ""UnitStatement"": ""l0.<java.lang.String: char[] value> = $stack7"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:207)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 207, ""UnitStatement"": ""l0.<java.lang.String: char[] value> = $stack7"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:207)""]}, {""Kind"": ""sink"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 426, ""UnitStatement"": ""l0.<java.lang.String: char[] value> = $stack5"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:438)"", ""at java.lang.String.<init>(String.java:491)"", ""at java.lang.String.<init>(String.java:426)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""substring"", ""SourceCodeLineNumber"": 1967, ""UnitStatement"": ""$stack13 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1967)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""substring"", ""SourceCodeLineNumber"": 1967, ""UnitStatement"": ""$stack13 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1967)""]}, {""Kind"": ""sink"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""substring"", ""SourceCodeLineNumber"": 1960, ""UnitStatement"": ""$stack15 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:438)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1960)""]}, {""Kind"": ""sink"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""substring"", ""SourceCodeLineNumber"": 1960, ""UnitStatement"": ""$stack15 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:438)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1960)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 192, ""UnitStatement"": ""$stack17 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:192)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 192, ""UnitStatement"": ""$stack17 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:192)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 192, ""UnitStatement"": ""$stack17 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:192)""]}, {""Kind"": ""sink"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 196, ""UnitStatement"": ""$stack16 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:438)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:196)""]}, {""Kind"": ""sink"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 196, ""UnitStatement"": ""$stack16 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:438)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:196)""]}, {""Kind"": ""sink"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 196, ""UnitStatement"": ""$stack16 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:438)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:196)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""substring"", ""SourceCodeLineNumber"": 1960, ""UnitStatement"": ""$stack15 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1960)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""substring"", ""SourceCodeLineNumber"": 1960, ""UnitStatement"": ""$stack15 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1960)""]}, {""Kind"": ""sink"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""substring"", ""SourceCodeLineNumber"": 1963, ""UnitStatement"": ""$stack14 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:438)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1963)""]}, {""Kind"": ""sink"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""substring"", ""SourceCodeLineNumber"": 1963, ""UnitStatement"": ""$stack14 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:438)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1963)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 196, ""UnitStatement"": ""$stack16 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:196)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 196, ""UnitStatement"": ""$stack16 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:196)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 196, ""UnitStatement"": ""$stack16 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:196)""]}, {""Kind"": ""sink"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 192, ""UnitStatement"": ""$stack17 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:438)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:192)""]}, {""Kind"": ""sink"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 192, ""UnitStatement"": ""$stack17 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:438)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:192)""]}, {""Kind"": ""sink"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""<init>"", ""SourceCodeLineNumber"": 192, ""UnitStatement"": ""$stack17 = new java.lang.StringIndexOutOfBoundsException"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:438)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)"", ""at java.lang.String.<init>(String.java:192)""]}, {""Kind"": ""source"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""substring"", ""SourceCodeLineNumber"": 1962, ""UnitStatement"": ""$stack4 = l0.<java.lang.String: char[] value>"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:415)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1962)""]}, {""Kind"": ""sink"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""substring"", ""SourceCodeLineNumber"": 1969, ""UnitStatement"": ""$stack8 = l0.<java.lang.String: char[] value>"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:438)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)""]}, {""Kind"": ""sink"", ""ClassName"": ""java.lang.String"", ""MethodName"": ""substring"", ""SourceCodeLineNumber"": 1969, ""UnitStatement"": ""$stack8 = l0.<java.lang.String: char[] value>"", ""TraversedLines"": [""at retrofit.RestAdapter.logAndReplaceResponse(RestAdapter.java:438)"", ""at retrofit.android.AndroidLog.log(AndroidLog.java:19)"", ""at java.lang.String.substring(String.java:1969)""]}]"
