Time_Sec,CPU_Percent_Total,Memory_GB
1.0,56.97,0.2156
2.0,63.69,0.4352
3.0,65.42,0.6298
4.0,77.37,0.7921
5.01,73.28,0.9108
6.01,84.31,0.9752
7.01,85.99,1.0636
8.01,78.54,1.213
9.02,76.89,1.2748
10.02,71.98,1.4302
11.02,72.31,1.6114
12.02,84.78,1.8951
13.02,86.61,2.0132
14.02,87.73,2.2193
15.02,79.06,2.5877
16.03,76.91,2.9476
17.03,76.02,3.3372
18.03,76.04,3.782
19.03,76.45,4.2554
20.04,76.35,4.7742
21.04,75.6,5.3035
22.04,77.48,5.774
23.04,83.41,5.9415
24.04,58.47,1.6094
25.04,86.34,1.9671
26.04,91.44,2.2588
27.04,79.12,2.6516
28.05,77.45,3.0565
29.05,77.19,3.4817
30.05,76.78,3.9754
31.05,75.66,4.4483
32.05,77.89,5.0074
33.05,75.5,5.5422
34.05,82.66,5.8547
35.05,62.87,1.5625
36.06,74.04,1.7623
37.06,86.23,1.9029
38.06,71.78,1.6978
39.06,85.56,1.9506
40.07,86.06,2.3384
41.07,80.3,2.7221
42.07,79.9,3.1231
43.07,69.67,1.6246
44.07,85.84,1.9642
45.07,92.37,2.244
46.08,83.1,2.6151
47.08,81.04,2.9436
48.08,77.26,3.248
49.08,69.26,1.5726
50.08,75.12,1.7799
51.08,90.94,2.0507
52.09,73.71,1.7502
53.09,81.6,1.8836
54.09,83.06,2.1375
55.09,71.17,1.6293
56.09,75.78,1.8033
57.1,83.83,1.9446
58.1,64.95,1.7308
59.1,78.62,1.8953
60.1,75.65,1.7682
61.1,87.67,1.9735
62.11,65.94,1.7816
63.11,89.9,2.0109
64.11,70.41,1.8551
65.11,87.09,2.0242
66.11,88.19,1.9082
67.11,72.72,1.9336
68.11,80.28,2.0701
69.11,84.86,2.3115
70.11,84.02,2.2337
71.12,65.14,1.876
72.12,76.07,1.9928
73.12,87.06,2.1869
74.12,84.41,2.3727
75.12,70.1,1.9154
76.12,89.04,2.1223
77.13,88.11,2.4211
78.13,60.79,1.8586
79.13,75.06,2.0035
80.13,86.01,2.2397
81.13,73.33,1.7821
82.13,85.71,1.9586
83.14,89.1,2.1496
84.14,67.88,1.853
85.14,84.9,2.0139
86.14,87.89,1.8282
87.14,70.8,1.918
88.14,89.17,2.0858
89.14,67.16,1.8074
90.14,81.55,2.0916
91.15,92.44,2.3042
92.15,85.95,2.6554
93.15,81.0,2.9617
94.15,75.94,3.1379
95.15,75.79,3.3116
96.15,77.38,3.4729
97.15,82.06,3.6147
98.16,59.68,1.779
99.16,83.56,2.0994
100.16,88.26,2.2128
101.16,84.17,2.5546
102.16,81.8,2.8975
103.16,77.79,3.224
104.16,78.01,3.5189
105.16,83.76,3.8082
106.17,57.11,1.8496
107.17,77.25,2.1141
108.17,89.3,2.2888
109.17,85.79,2.5707
110.17,81.85,2.8632
111.17,77.92,3.3019
112.17,76.86,3.7926
113.18,77.88,4.2869
114.18,76.47,4.7305
115.18,86.63,4.9603
116.18,61.71,1.8382
117.18,87.95,2.1006
118.18,86.78,2.4233
119.18,75.38,1.9507
120.18,85.29,2.1421
121.19,74.92,1.9596
122.19,89.99,2.1706
123.19,73.0,1.9333
124.19,75.09,1.7618
125.19,69.87,1.9381
126.19,84.25,2.0701
127.19,71.2,1.9315
128.2,77.64,1.7991
129.2,88.98,2.0501
130.2,74.73,1.903
131.2,77.04,1.7523
132.2,80.78,2.0893
133.2,78.17,2.6572
134.2,61.38,3.2171
135.21,83.62,3.4327
136.21,87.29,3.8155
137.21,79.14,4.2568
138.21,75.93,4.6346
139.21,77.29,4.9771
140.21,77.15,5.2406
141.21,75.58,5.455
142.21,75.64,5.6938
143.22,76.93,6.0054
144.22,63.78,6.1618
145.22,41.85,6.3439
146.22,38.55,6.4926
147.22,33.28,6.6234
148.22,59.71,7.2068
149.22,30.56,7.2068
150.23,26.72,7.2068
151.23,37.35,7.2068
152.23,26.71,7.2068
153.23,31.51,7.2068
154.23,26.38,7.2068
155.23,35.11,7.2068
156.23,29.01,7.2068
157.24,25.83,7.2865
158.24,29.05,7.307
159.24,28.22,7.307
160.24,29.45,7.307
161.24,25.69,7.307
162.24,32.59,7.307
163.24,42.8,7.307
164.25,29.67,7.307
165.25,39.42,7.307
166.25,42.24,7.307
167.25,27.01,7.307
168.25,26.2,7.3071
169.25,25.21,7.3071
170.26,25.81,7.3071
171.26,25.22,7.3071
172.26,25.44,7.3071
173.26,25.33,7.3071
174.26,29.97,7.3071
175.26,25.39,7.3071
176.27,25.4,7.3071
177.27,30.6,7.3071
178.27,25.48,7.3071
179.27,28.87,7.3071
180.27,25.41,7.3071
181.27,25.23,7.3071
182.28,26.18,7.3071
183.28,26.65,7.3071
184.28,30.79,7.3071
185.28,25.71,7.3071
186.28,25.23,7.3071
187.28,25.36,7.3071
188.29,25.28,7.3071
189.29,25.33,7.3071
190.29,25.29,7.3071
191.29,25.32,7.3071
192.29,25.54,7.3071
193.29,25.38,7.3071
194.29,25.32,7.3071
195.3,25.35,7.3071
196.3,25.22,7.3071
197.3,25.36,7.3071
198.3,25.25,7.3071
199.3,57.22,7.912
200.3,29.12,7.912
201.31,25.33,7.912
202.31,25.4,7.9262
203.31,25.74,8.0121
204.31,26.24,8.0121
205.31,25.23,8.0121
206.31,25.24,8.0121
207.31,25.46,8.0122
208.32,29.76,8.0121
209.32,29.03,8.0121
210.32,25.21,8.0121
211.32,25.24,8.0121
212.32,25.34,8.0121
213.33,25.75,8.0122
214.33,25.34,8.0122
215.33,25.28,8.0122
216.33,25.36,8.0122
217.33,26.07,8.0122
218.33,25.26,8.0122
219.33,27.01,8.0124
220.34,25.22,8.0122
221.34,42.9,8.0122
222.34,31.04,8.0122
223.34,25.34,8.0122
224.34,26.68,8.0124
225.34,28.42,8.0124
226.35,52.53,8.0121
227.35,27.59,8.0122
228.35,25.42,8.0122
229.35,25.35,8.0122
230.35,25.21,8.0122
231.35,25.22,8.0122
232.35,25.34,8.0122
233.36,25.37,8.0122
234.36,31.43,8.0122
235.36,29.27,8.0121
236.36,25.24,8.0121
237.36,25.62,8.0122
238.36,25.25,8.0124
239.37,26.02,8.0124
240.37,25.34,8.0124
241.37,25.88,8.0124
242.37,25.24,8.0124
243.37,25.58,8.0125
244.37,25.22,8.0125
245.37,25.32,8.0125
246.38,25.22,8.0125
247.38,25.23,8.0125
248.38,27.04,8.0125
249.38,28.27,8.0125
250.38,25.33,8.0125
251.38,25.25,8.0125
252.39,25.29,8.0125
253.39,25.34,8.0125
254.39,25.38,8.0125
